,term,df,sumsq,meansq,statistic,p.value,feature,neg_log_p,dataset
1556,Metadata_clone_number,8,31.97028263,3.996285329,11.66377499,1.96E-13,Cytoplasm_Intensity_MinIntensity_RNA,12.70712686,bortezomib
1557,Metadata_clone_type_indicator,1,14.41200123,14.41200123,42.30547341,6.80E-10,Cytoplasm_Intensity_UpperQuartileIntensity_DNA,9.167527396,bortezomib
1558,Metadata_treatment_time,1,0.030712804,0.030712804,0.090155398,0.764309694,Cytoplasm_Intensity_UpperQuartileIntensity_DNA,0.116730632,bortezomib
1559,Metadata_batch,4,7.272849199,1.8182123,5.337241573,0.000429255,Cytoplasm_Intensity_UpperQuartileIntensity_DNA,3.367284675,bortezomib
1560,Metadata_clone_number,8,25.51710254,3.189637818,9.362970191,7.39E-11,Cytoplasm_Intensity_UpperQuartileIntensity_DNA,10.13157317,bortezomib
1561,Metadata_clone_type_indicator,1,0.070646849,0.070646849,0.059908501,0.80690615,Cytoplasm_Location_MaxIntensity_X_Mito,0.093176974,bortezomib
1562,Metadata_treatment_time,1,1.932400256,1.932400256,1.63867469,0.202076344,Cytoplasm_Location_MaxIntensity_X_Mito,0.694484523,bortezomib
1563,Metadata_batch,4,1.641777043,0.410444261,0.348056579,0.845160955,Cytoplasm_Location_MaxIntensity_X_Mito,0.073060575,bortezomib
1564,Metadata_clone_number,8,4.083563823,0.510445478,0.432857573,0.900299008,Cytoplasm_Location_MaxIntensity_X_Mito,0.045613229,bortezomib
1565,Metadata_clone_type_indicator,1,0.606110039,0.606110039,0.521384768,0.471144002,Cytoplasm_Location_MaxIntensity_Y_DNA,0.326846333,bortezomib
1566,Metadata_treatment_time,1,0.132469885,0.132469885,0.113952543,0.736062942,Cytoplasm_Location_MaxIntensity_Y_DNA,0.133085047,bortezomib
1567,Metadata_batch,4,0.790012635,0.197503159,0.169895122,0.95353723,Cytoplasm_Location_MaxIntensity_Y_DNA,0.020662346,bortezomib
1568,Metadata_clone_number,8,13.55040601,1.693800752,1.457032315,0.1755102,Cytoplasm_Location_MaxIntensity_Y_DNA,0.755697638,bortezomib
1569,Metadata_clone_type_indicator,1,0.148455135,0.148455135,0.28653291,0.593080208,Cytoplasm_RadialDistribution_FracAtD_AGP_1of4,0.226886568,bortezomib
1570,Metadata_treatment_time,1,4.324489206,4.324489206,8.346686578,0.004315307,Cytoplasm_RadialDistribution_FracAtD_AGP_1of4,2.364988266,bortezomib
1571,Metadata_batch,4,2.973580344,0.743395086,1.43482513,0.224052319,Cytoplasm_RadialDistribution_FracAtD_AGP_1of4,0.649650557,bortezomib
1572,Metadata_clone_number,8,65.27380293,8.159225366,15.74810194,1.09E-17,Cytoplasm_RadialDistribution_FracAtD_AGP_1of4,16.96064302,bortezomib
1573,Metadata_clone_type_indicator,1,0.016684258,0.016684258,0.034975046,0.851848562,Cytoplasm_RadialDistribution_FracAtD_AGP_4of4,0.069637606,bortezomib
1574,Metadata_treatment_time,1,2.35305812,2.35305812,4.932692592,0.027540801,Cytoplasm_RadialDistribution_FracAtD_AGP_4of4,1.560023435,bortezomib
1575,Metadata_batch,4,3.442510876,0.860627719,1.804125423,0.129711668,Cytoplasm_RadialDistribution_FracAtD_AGP_4of4,0.887020956,bortezomib
1576,Metadata_clone_number,8,81.10905313,10.13863164,21.25351379,7.64E-23,Cytoplasm_RadialDistribution_FracAtD_AGP_4of4,22.1171899,bortezomib
1577,Metadata_clone_type_indicator,1,2.53463152,2.53463152,5.187656797,0.023867328,Cytoplasm_RadialDistribution_FracAtD_DNA_1of4,1.6221962,bortezomib
1578,Metadata_treatment_time,1,1.400295659,1.400295659,2.865999745,0.092117126,Cytoplasm_RadialDistribution_FracAtD_DNA_1of4,1.03565962,bortezomib
1579,Metadata_batch,4,0.548711872,0.137177968,0.28076358,0.8901836,Cytoplasm_RadialDistribution_FracAtD_DNA_1of4,0.050520411,bortezomib
1580,Metadata_clone_number,8,96.10687685,12.01335961,24.58786854,1.09E-25,Cytoplasm_RadialDistribution_FracAtD_DNA_1of4,24.96403594,bortezomib
1581,Metadata_clone_type_indicator,1,2.776768257,2.776768257,6.64249262,0.010719519,Cytoplasm_RadialDistribution_FracAtD_DNA_4of4,1.969824682,bortezomib
1582,Metadata_treatment_time,1,0.390080801,0.390080801,0.933138311,0.335283186,Cytoplasm_RadialDistribution_FracAtD_DNA_4of4,0.474588226,bortezomib
1583,Metadata_batch,4,0.783779284,0.195944821,0.46873268,0.758638767,Cytoplasm_RadialDistribution_FracAtD_DNA_4of4,0.119964968,bortezomib
1584,Metadata_clone_number,8,102.4940952,12.81176189,30.64787046,2.03E-30,Cytoplasm_RadialDistribution_FracAtD_DNA_4of4,29.69304396,bortezomib
1585,Metadata_clone_type_indicator,1,8.165903718,8.165903718,12.41464311,0.0005342,Cytoplasm_RadialDistribution_FracAtD_Mito_1of4,3.272296451,bortezomib
1586,Metadata_treatment_time,1,4.577470332,4.577470332,6.959139179,0.009034075,Cytoplasm_RadialDistribution_FracAtD_Mito_1of4,2.044116299,bortezomib
1587,Metadata_batch,4,1.555365821,0.388841455,0.591156602,0.669442652,Cytoplasm_RadialDistribution_FracAtD_Mito_1of4,0.174286621,bortezomib
1588,Metadata_clone_number,8,59.78771972,7.473464964,11.3619268,4.20E-13,Cytoplasm_RadialDistribution_FracAtD_Mito_1of4,12.37678842,bortezomib
1589,Metadata_clone_type_indicator,1,3.875125706,3.875125706,7.198314669,0.007944186,Cytoplasm_RadialDistribution_FracAtD_Mito_3of4,2.099950617,bortezomib
1590,Metadata_treatment_time,1,1.66505904,1.66505904,3.092962609,0.080249921,Cytoplasm_RadialDistribution_FracAtD_Mito_3of4,1.095555388,bortezomib
1591,Metadata_batch,4,2.742927772,0.685731943,1.273794627,0.281783171,Cytoplasm_RadialDistribution_FracAtD_Mito_3of4,0.550084948,bortezomib
1592,Metadata_clone_number,8,68.34092846,8.542616057,15.8685016,8.31E-18,Cytoplasm_RadialDistribution_FracAtD_Mito_3of4,17.08016338,bortezomib
1593,Metadata_clone_type_indicator,1,6.534908689,6.534908689,11.43038792,0.000877878,Cytoplasm_RadialDistribution_FracAtD_Mito_4of4,3.056565781,bortezomib
1594,Metadata_treatment_time,1,2.222190581,2.222190581,3.886894461,0.05012363,Cytoplasm_RadialDistribution_FracAtD_Mito_4of4,1.299957488,bortezomib
1595,Metadata_batch,4,2.556856445,0.639214111,1.118066924,0.349305037,Cytoplasm_RadialDistribution_FracAtD_Mito_4of4,0.456795151,bortezomib
1596,Metadata_clone_number,8,63.89177529,7.986471911,13.96935695,6.97E-16,Cytoplasm_RadialDistribution_FracAtD_Mito_4of4,15.15664821,bortezomib
1597,Metadata_clone_type_indicator,1,0.007646308,0.007646308,0.013701756,0.90694116,Cytoplasm_RadialDistribution_FracAtD_RNA_1of4,0.042420888,bortezomib
1598,Metadata_treatment_time,1,5.22592493,5.22592493,9.364565139,0.002533963,Cytoplasm_RadialDistribution_FracAtD_RNA_1of4,2.596199684,bortezomib
1599,Metadata_batch,4,2.076054141,0.519013535,0.930043222,0.4476254,Cytoplasm_RadialDistribution_FracAtD_RNA_1of4,0.349085278,bortezomib
1600,Metadata_clone_number,8,59.12453313,7.390566641,13.243482,3.99E-15,Cytoplasm_RadialDistribution_FracAtD_RNA_1of4,14.39931361,bortezomib
1601,Metadata_clone_type_indicator,1,30.08825674,30.08825674,52.37474397,1.12E-11,Cytoplasm_RadialDistribution_MeanFrac_AGP_1of4,10.95167085,bortezomib
1602,Metadata_treatment_time,1,14.78206424,14.78206424,25.73119595,9.33E-07,Cytoplasm_RadialDistribution_MeanFrac_AGP_1of4,6.029948793,bortezomib
1603,Metadata_batch,4,4.79510175,1.198775438,2.086713004,0.084156523,Cytoplasm_RadialDistribution_MeanFrac_AGP_1of4,1.074912214,bortezomib
1604,Metadata_clone_number,8,40.78240642,5.097800803,8.873761419,2.71E-10,Cytoplasm_RadialDistribution_MeanFrac_AGP_1of4,9.566891526,bortezomib
1605,Metadata_clone_type_indicator,1,23.57973112,23.57973112,46.30153337,1.30E-10,Cytoplasm_RadialDistribution_MeanFrac_AGP_3of4,9.885585589,bortezomib
1606,Metadata_treatment_time,1,15.00401341,15.00401341,29.46211829,1.73E-07,Cytoplasm_RadialDistribution_MeanFrac_AGP_3of4,6.760751281,bortezomib
1607,Metadata_batch,4,4.483747329,1.120936832,2.201089311,0.070449209,Cytoplasm_RadialDistribution_MeanFrac_AGP_3of4,1.152123881,bortezomib
1608,Metadata_clone_number,8,54.37261176,6.79657647,13.34586517,3.11E-15,Cytoplasm_RadialDistribution_MeanFrac_AGP_3of4,14.50689463,bortezomib
1609,Metadata_clone_type_indicator,1,26.69029458,26.69029458,49.50394161,3.54E-11,Cytoplasm_RadialDistribution_MeanFrac_AGP_4of4,10.45141647,bortezomib
1610,Metadata_treatment_time,1,14.99701121,14.99701121,27.81577271,3.63E-07,Cytoplasm_RadialDistribution_MeanFrac_AGP_4of4,6.440193873,bortezomib
1611,Metadata_batch,4,4.784323205,1.196080801,2.218436142,0.068567021,Cytoplasm_RadialDistribution_MeanFrac_AGP_4of4,1.163884717,bortezomib
1612,Metadata_clone_number,8,52.10502479,6.513128098,12.08025307,6.93E-14,Cytoplasm_RadialDistribution_MeanFrac_AGP_4of4,13.1592011,bortezomib
1613,Metadata_clone_type_indicator,1,3.752578076,3.752578076,6.380131507,0.01236145,Cytoplasm_RadialDistribution_MeanFrac_DNA_2of4,1.907930586,bortezomib
1614,Metadata_treatment_time,1,3.364527565,3.364527565,5.720368207,0.017749998,Cytoplasm_RadialDistribution_MeanFrac_DNA_2of4,1.75080168,bortezomib
1615,Metadata_batch,4,3.035061169,0.758765292,1.290052398,0.27541991,Cytoplasm_RadialDistribution_MeanFrac_DNA_2of4,0.560004668,bortezomib
1616,Metadata_clone_number,8,94.72436862,11.84054608,20.13129095,7.68E-22,Cytoplasm_RadialDistribution_MeanFrac_DNA_2of4,21.11471097,bortezomib
1617,Metadata_clone_type_indicator,1,8.742696153,8.742696153,14.81111367,0.000162462,Cytoplasm_RadialDistribution_MeanFrac_DNA_4of4,3.789248435,bortezomib
1618,Metadata_treatment_time,1,6.369910643,6.369910643,10.79134731,0.001215313,Cytoplasm_RadialDistribution_MeanFrac_DNA_4of4,2.915312018,bortezomib
1619,Metadata_batch,4,4.818315614,1.204578903,2.040692568,0.090361002,Cytoplasm_RadialDistribution_MeanFrac_DNA_4of4,1.044018963,bortezomib
1620,Metadata_clone_number,8,101.5741267,12.69676584,21.50975384,4.54E-23,Cytoplasm_RadialDistribution_MeanFrac_DNA_4of4,22.34283805,bortezomib
1621,Metadata_clone_type_indicator,1,13.09219344,13.09219344,21.27058464,7.34E-06,Cytoplasm_RadialDistribution_MeanFrac_ER_1of4,5.134578688,bortezomib
1622,Metadata_treatment_time,1,13.76733845,13.76733845,22.36747716,4.39E-06,Cytoplasm_RadialDistribution_MeanFrac_ER_1of4,5.357082801,bortezomib
1623,Metadata_batch,4,1.62985066,0.407462665,0.661995191,0.619143473,Cytoplasm_RadialDistribution_MeanFrac_ER_1of4,0.208208701,bortezomib
1624,Metadata_clone_number,8,32.36647855,4.045809818,6.573133873,1.46E-07,Cytoplasm_RadialDistribution_MeanFrac_ER_1of4,6.835873859,bortezomib
1625,Metadata_clone_type_indicator,1,15.10711165,15.10711165,27.61094924,3.98E-07,Cytoplasm_RadialDistribution_MeanFrac_ER_3of4,6.400103442,bortezomib
1626,Metadata_treatment_time,1,12.13536907,12.13536907,22.17955802,4.80E-06,Cytoplasm_RadialDistribution_MeanFrac_ER_3of4,5.319075091,bortezomib
1627,Metadata_batch,4,1.680876961,0.42021924,0.76802584,0.547261829,Cytoplasm_RadialDistribution_MeanFrac_ER_3of4,0.261804843,bortezomib
1628,Metadata_clone_number,8,27.12997478,3.391246847,6.198110316,4.17E-07,Cytoplasm_RadialDistribution_MeanFrac_ER_3of4,6.380200733,bortezomib
1629,Metadata_clone_type_indicator,1,22.86610791,22.86610791,44.23572628,3.05E-10,Cytoplasm_RadialDistribution_MeanFrac_ER_4of4,9.516077174,bortezomib
1630,Metadata_treatment_time,1,15.95634909,15.95634909,30.86842298,9.28E-08,Cytoplasm_RadialDistribution_MeanFrac_ER_4of4,7.032251637,bortezomib
1631,Metadata_batch,4,1.948993922,0.487248481,0.94260862,0.440466255,Cytoplasm_RadialDistribution_MeanFrac_ER_4of4,0.356087358,bortezomib
1632,Metadata_clone_number,8,33.83738005,4.229672507,8.182530932,1.74E-09,Cytoplasm_RadialDistribution_MeanFrac_ER_4of4,8.759062923,bortezomib
1633,Metadata_clone_type_indicator,1,65.36635921,65.36635921,100.3750236,3.21E-19,Cytoplasm_RadialDistribution_MeanFrac_Mito_1of4,18.4935576,bortezomib
1634,Metadata_treatment_time,1,9.066452473,9.066452473,13.92222837,0.000251887,Cytoplasm_RadialDistribution_MeanFrac_Mito_1of4,3.598794069,bortezomib
1635,Metadata_batch,4,3.828444868,0.957111217,1.469717178,0.213018934,Cytoplasm_RadialDistribution_MeanFrac_Mito_1of4,0.671581793,bortezomib
1636,Metadata_clone_number,8,53.59562656,6.69945332,10.28752088,6.57E-12,Cytoplasm_RadialDistribution_MeanFrac_Mito_1of4,11.18248131,bortezomib
1637,Metadata_clone_type_indicator,1,64.74075468,64.74075468,104.2567172,9.00E-20,Cytoplasm_RadialDistribution_MeanFrac_Mito_3of4,19.04561545,bortezomib
1638,Metadata_treatment_time,1,9.42555591,9.42555591,15.17865403,0.00013565,Cytoplasm_RadialDistribution_MeanFrac_Mito_3of4,3.867580426,bortezomib
1639,Metadata_batch,4,2.443138533,0.610784633,0.983590647,0.417702695,Cytoplasm_RadialDistribution_MeanFrac_Mito_3of4,0.379132723,bortezomib
1640,Metadata_clone_number,8,23.24456422,2.905570527,4.679050257,3.05E-05,Cytoplasm_RadialDistribution_MeanFrac_Mito_3of4,4.515310948,bortezomib
1641,Metadata_clone_type_indicator,1,72.06006712,72.06006712,123.4024429,2.17E-22,Cytoplasm_RadialDistribution_MeanFrac_Mito_4of4,21.66345835,bortezomib
1642,Metadata_treatment_time,1,10.43188232,10.43188232,17.86453737,3.69E-05,Cytoplasm_RadialDistribution_MeanFrac_Mito_4of4,4.43312292,bortezomib
1643,Metadata_batch,4,3.99375434,0.998438585,1.709820229,0.149485537,Cytoplasm_RadialDistribution_MeanFrac_Mito_4of4,0.825400824,bortezomib
1644,Metadata_clone_number,8,49.25102486,6.156378108,10.54276145,3.40E-12,Cytoplasm_RadialDistribution_MeanFrac_Mito_4of4,11.46882892,bortezomib
1645,Metadata_clone_type_indicator,1,16.99148789,16.99148789,27.9931055,3.35E-07,Cytoplasm_RadialDistribution_MeanFrac_RNA_1of4,6.474865651,bortezomib
1646,Metadata_treatment_time,1,15.99184218,15.99184218,26.34621102,7.06E-07,Cytoplasm_RadialDistribution_MeanFrac_RNA_1of4,6.151502747,bortezomib
1647,Metadata_batch,4,4.334862677,1.083715669,1.785397916,0.133433146,Cytoplasm_RadialDistribution_MeanFrac_RNA_1of4,0.874736273,bortezomib
1648,Metadata_clone_number,8,27.0879598,3.385994975,5.57835283,2.39E-06,Cytoplasm_RadialDistribution_MeanFrac_RNA_1of4,5.622260135,bortezomib
1649,Metadata_clone_type_indicator,1,27.24124771,27.24124771,53.87729567,6.15E-12,Cytoplasm_RadialDistribution_MeanFrac_RNA_4of4,11.21094127,bortezomib
1650,Metadata_treatment_time,1,16.32301209,16.32301209,32.28338724,4.97E-08,Cytoplasm_RadialDistribution_MeanFrac_RNA_4of4,7.3033307,bortezomib
1651,Metadata_batch,4,4.127151466,1.031787867,2.040653224,0.090366488,Cytoplasm_RadialDistribution_MeanFrac_RNA_4of4,1.043992596,bortezomib
1652,Metadata_clone_number,8,38.69015531,4.836269413,9.565094812,4.33E-11,Cytoplasm_RadialDistribution_MeanFrac_RNA_4of4,10.36314811,bortezomib
1653,Metadata_clone_type_indicator,1,27.39217745,27.39217745,74.4445478,2.53E-15,Cytoplasm_RadialDistribution_RadialCV_AGP_1of4,14.59752187,bortezomib
1654,Metadata_treatment_time,1,1.572310926,1.572310926,4.27311688,0.040082612,Cytoplasm_RadialDistribution_RadialCV_AGP_1of4,1.397043985,bortezomib
1655,Metadata_batch,4,4.084190747,1.021047687,2.77493213,0.028390341,Cytoplasm_RadialDistribution_RadialCV_AGP_1of4,1.546829391,bortezomib
1656,Metadata_clone_number,8,97.90597842,12.2382473,33.26025424,2.64E-32,Cytoplasm_RadialDistribution_RadialCV_AGP_1of4,31.57794906,bortezomib
1657,Metadata_clone_type_indicator,1,8.38188303,8.38188303,32.5508362,4.42E-08,Cytoplasm_RadialDistribution_RadialCV_DNA_1of4,7.354337261,bortezomib
1658,Metadata_treatment_time,1,0.138269827,0.138269827,0.536967464,0.46460006,Cytoplasm_RadialDistribution_RadialCV_DNA_1of4,0.332920738,bortezomib
1659,Metadata_batch,4,4.108615787,1.027153947,3.988927041,0.003942828,Cytoplasm_RadialDistribution_RadialCV_DNA_1of4,2.404192167,bortezomib
1660,Metadata_clone_number,8,118.4845462,14.81056828,57.51647694,1.24E-46,Cytoplasm_RadialDistribution_RadialCV_DNA_1of4,45.90717074,bortezomib
1661,Metadata_clone_type_indicator,1,0.014572298,0.014572298,0.038141872,0.845368331,Cytoplasm_RadialDistribution_RadialCV_DNA_4of4,0.072954026,bortezomib
1662,Metadata_treatment_time,1,1.088538776,1.088538776,2.849166717,0.093070735,Cytoplasm_RadialDistribution_RadialCV_DNA_4of4,1.031186856,bortezomib
1663,Metadata_batch,4,3.305598057,0.826399514,2.163037315,0.074753107,Cytoplasm_RadialDistribution_RadialCV_DNA_4of4,1.126370751,bortezomib
1664,Metadata_clone_number,8,80.05419143,10.00677393,26.19196289,5.39E-27,Cytoplasm_RadialDistribution_RadialCV_DNA_4of4,26.26839639,bortezomib
1665,Metadata_clone_type_indicator,1,11.46293939,11.46293939,25.09788858,1.25E-06,Cytoplasm_RadialDistribution_RadialCV_ER_1of4,5.904315503,bortezomib
1666,Metadata_treatment_time,1,1.534010367,1.534010367,3.35868663,0.068424786,Cytoplasm_RadialDistribution_RadialCV_ER_1of4,1.164786552,bortezomib
1667,Metadata_batch,4,3.562855855,0.890713964,1.950201345,0.103850937,Cytoplasm_RadialDistribution_RadialCV_ER_1of4,0.983589582,bortezomib
1668,Metadata_clone_number,8,73.57345478,9.196681847,20.13596063,7.60E-22,Cytoplasm_RadialDistribution_RadialCV_ER_1of4,21.11893123,bortezomib
1669,Metadata_clone_type_indicator,1,1.551285224,1.551285224,3.752272518,0.054226579,Cytoplasm_RadialDistribution_RadialCV_ER_4of4,1.265787796,bortezomib
1670,Metadata_treatment_time,1,1.446137944,1.446137944,3.497940661,0.062991265,Cytoplasm_RadialDistribution_RadialCV_ER_4of4,1.200719669,bortezomib
1671,Metadata_batch,4,4.809578386,1.202394597,2.90837051,0.0229117,Cytoplasm_RadialDistribution_RadialCV_ER_4of4,1.63994268,bortezomib
1672,Metadata_clone_number,8,49.08168607,6.135210758,14.83994198,8.94E-17,Cytoplasm_RadialDistribution_RadialCV_ER_4of4,16.04864154,bortezomib
1673,Metadata_clone_type_indicator,1,20.50324498,20.50324498,44.92775791,2.29E-10,Cytoplasm_RadialDistribution_RadialCV_Mito_1of4,9.640260765,bortezomib
1674,Metadata_treatment_time,1,0.014675096,0.014675096,0.032156821,0.857876006,Cytoplasm_RadialDistribution_RadialCV_Mito_1of4,0.066575479,bortezomib
1675,Metadata_batch,4,4.153856517,1.038464129,2.275535655,0.062706804,Cytoplasm_RadialDistribution_RadialCV_Mito_1of4,1.202685333,bortezomib
1676,Metadata_clone_number,8,59.80520477,7.475650596,16.38102752,2.60E-18,Cytoplasm_RadialDistribution_RadialCV_Mito_1of4,17.58537145,bortezomib
1677,Metadata_clone_type_indicator,1,0.285748648,0.285748648,0.64286317,0.423682825,Cytoplasm_RadialDistribution_RadialCV_Mito_4of4,0.372959141,bortezomib
1678,Metadata_treatment_time,1,0.592658223,0.592658223,1.333333147,0.249670981,Cytoplasm_RadialDistribution_RadialCV_Mito_4of4,0.602631932,bortezomib
1679,Metadata_batch,4,5.051539107,1.262884777,2.841175687,0.025526774,Cytoplasm_RadialDistribution_RadialCV_Mito_4of4,1.593004071,bortezomib
1680,Metadata_clone_number,8,38.86179894,4.857724867,10.92866906,1.26E-12,Cytoplasm_RadialDistribution_RadialCV_Mito_4of4,11.89866208,bortezomib
1681,Metadata_clone_type_indicator,1,15.09778301,15.09778301,40.24893616,1.61E-09,Cytoplasm_RadialDistribution_RadialCV_RNA_1of4,8.792586083,bortezomib
1682,Metadata_treatment_time,1,1.47600246,1.47600246,3.934851145,0.048743087,Cytoplasm_RadialDistribution_RadialCV_RNA_1of4,1.312086967,bortezomib
1683,Metadata_batch,4,3.979961446,0.994990362,2.652528753,0.03453091,Cytoplasm_RadialDistribution_RadialCV_RNA_1of4,1.461791982,bortezomib
1684,Metadata_clone_number,8,88.88089184,11.11011148,29.61826696,1.19E-29,Cytoplasm_RadialDistribution_RadialCV_RNA_1of4,28.92618317,bortezomib
1685,Metadata_clone_type_indicator,1,7.206983217,7.206983217,20.40323574,1.10E-05,Cytoplasm_RadialDistribution_RadialCV_RNA_4of4,4.957502264,bortezomib
1686,Metadata_treatment_time,1,0.781003866,0.781003866,2.211050797,0.138691659,Cytoplasm_RadialDistribution_RadialCV_RNA_4of4,0.857949656,bortezomib
1687,Metadata_batch,4,4.362902709,1.090725677,3.087884688,0.017147868,Cytoplasm_RadialDistribution_RadialCV_RNA_4of4,1.765789872,bortezomib
1688,Metadata_clone_number,8,65.33925468,8.167406835,23.12223049,1.84E-24,Cytoplasm_RadialDistribution_RadialCV_RNA_4of4,23.7360797,bortezomib
1689,Metadata_clone_type_indicator,1,21.98527019,21.98527019,58.32784759,1.07E-12,Cytoplasm_Texture_AngularSecondMoment_AGP_20_01,11.96890831,bortezomib
1690,Metadata_treatment_time,1,0.314004091,0.314004091,0.833066075,0.362550223,Cytoplasm_Texture_AngularSecondMoment_AGP_20_01,0.440631824,bortezomib
1691,Metadata_batch,4,4.344856039,1.08621401,2.881771507,0.023913857,Cytoplasm_Texture_AngularSecondMoment_AGP_20_01,1.621350366,bortezomib
1692,Metadata_clone_number,8,64.05682658,8.007103322,21.24318228,7.80E-23,Cytoplasm_Texture_AngularSecondMoment_AGP_20_01,22.10806685,bortezomib
1693,Metadata_clone_type_indicator,1,0.903705345,0.903705345,2.746956638,0.099098693,Cytoplasm_Texture_AngularSecondMoment_DNA_5_00,1.003932074,bortezomib
1694,Metadata_treatment_time,1,0.548783981,0.548783981,1.668116502,0.19808826,Cytoplasm_Texture_AngularSecondMoment_DNA_5_00,0.703141264,bortezomib
1695,Metadata_batch,4,7.097780681,1.77444517,5.393709318,0.000391191,Cytoplasm_Texture_AngularSecondMoment_DNA_5_00,3.407611645,bortezomib
1696,Metadata_clone_number,8,58.62292604,7.327865755,22.27421758,9.79E-24,Cytoplasm_Texture_AngularSecondMoment_DNA_5_00,23.00904156,bortezomib
1697,Metadata_clone_type_indicator,1,0.813248585,0.813248585,1.159637061,0.282913434,Cytoplasm_Texture_AngularSecondMoment_ER_20_00,0.54834643,bortezomib
1698,Metadata_treatment_time,1,0.563706933,0.563706933,0.803807671,0.371097907,Cytoplasm_Texture_AngularSecondMoment_ER_20_00,0.430511495,bortezomib
1699,Metadata_batch,4,1.080831227,0.270207807,0.385297919,0.818991748,Cytoplasm_Texture_AngularSecondMoment_ER_20_00,0.086720474,bortezomib
1700,Metadata_clone_number,8,78.97405658,9.871757073,14.07645285,5.40E-16,Cytoplasm_Texture_AngularSecondMoment_ER_20_00,15.26733012,bortezomib
1701,Metadata_clone_type_indicator,1,1.500475131,1.500475131,1.88179685,0.171756243,Cytoplasm_Texture_AngularSecondMoment_ER_5_00,0.765087469,bortezomib
1702,Metadata_treatment_time,1,0.307871237,0.307871237,0.38611178,0.535099063,Cytoplasm_Texture_AngularSecondMoment_ER_5_00,0.271565809,bortezomib
1703,Metadata_batch,4,7.24272452,1.81068113,2.270836734,0.063170265,Cytoplasm_Texture_AngularSecondMoment_ER_5_00,1.199487304,bortezomib
1704,Metadata_clone_number,8,38.38497314,4.798121642,6.017487397,6.92E-07,Cytoplasm_Texture_AngularSecondMoment_ER_5_00,6.159886048,bortezomib
1705,Metadata_clone_type_indicator,1,21.16612745,21.16612745,36.69904962,7.31E-09,Cytoplasm_Texture_AngularSecondMoment_Mito_20_00,8.136363319,bortezomib
1706,Metadata_treatment_time,1,2.126837742,2.126837742,3.687633649,0.056322765,Cytoplasm_Texture_AngularSecondMoment_Mito_20_00,1.24931603,bortezomib
1707,Metadata_batch,4,3.946504184,0.986626046,1.710669006,0.149295712,Cytoplasm_Texture_AngularSecondMoment_Mito_20_00,0.825952665,bortezomib
1708,Metadata_clone_number,8,34.86791477,4.358489346,7.556999604,9.59E-09,Cytoplasm_Texture_AngularSecondMoment_Mito_20_00,8.018294008,bortezomib
1709,Metadata_clone_type_indicator,1,14.8271038,14.8271038,24.21636991,1.87E-06,Cytoplasm_Texture_AngularSecondMoment_Mito_5_02,5.728644824,bortezomib
1710,Metadata_treatment_time,1,3.420237522,3.420237522,5.58610354,0.019118609,Cytoplasm_Texture_AngularSecondMoment_Mito_5_02,1.718543708,bortezomib
1711,Metadata_batch,4,12.51040878,3.127602196,5.108156842,0.000625725,Cytoplasm_Texture_AngularSecondMoment_Mito_5_02,3.203616196,bortezomib
1712,Metadata_clone_number,8,24.40090783,3.050113479,4.981598381,1.29E-05,Cytoplasm_Texture_AngularSecondMoment_Mito_5_02,4.888252317,bortezomib
1713,Metadata_clone_type_indicator,1,8.309621547,8.309621547,14.12013613,0.000228389,Cytoplasm_Texture_AngularSecondMoment_RNA_20_00,3.641324753,bortezomib
1714,Metadata_treatment_time,1,1.242367457,1.242367457,2.111094652,0.147892954,Cytoplasm_Texture_AngularSecondMoment_RNA_20_00,0.830052516,bortezomib
1715,Metadata_batch,4,3.43986671,0.859966678,1.461299589,0.215635282,Cytoplasm_Texture_AngularSecondMoment_RNA_20_00,0.666280178,bortezomib
1716,Metadata_clone_number,8,57.75192892,7.218991115,12.26688083,4.36E-14,Cytoplasm_Texture_AngularSecondMoment_RNA_20_00,13.36038997,bortezomib
1717,Metadata_clone_type_indicator,1,7.957309543,7.957309543,18.76320646,2.40E-05,Cytoplasm_Texture_Contrast_DNA_20_03,4.619817792,bortezomib
1718,Metadata_treatment_time,1,0.01279029,0.01279029,0.030159297,0.862315139,Cytoplasm_Texture_Contrast_DNA_20_03,0.064333989,bortezomib
1719,Metadata_batch,4,6.029888479,1.50747212,3.554594737,0.008028332,Cytoplasm_Texture_Contrast_DNA_20_03,2.095374697,bortezomib
1720,Metadata_clone_number,8,55.9872436,6.99840545,16.50212621,1.98E-18,Cytoplasm_Texture_Contrast_DNA_20_03,17.70390282,bortezomib
1721,Metadata_clone_type_indicator,1,14.95730178,14.95730178,69.01994254,1.85E-14,Cytoplasm_Texture_Correlation_AGP_10_01,13.73213979,bortezomib
1722,Metadata_treatment_time,1,0.954179623,0.954179623,4.403028283,0.03720405,Cytoplasm_Texture_Correlation_AGP_10_01,1.42940978,bortezomib
1723,Metadata_batch,4,1.991334773,0.497833693,2.297236053,0.060608612,Cytoplasm_Texture_Correlation_AGP_10_01,1.217465661,bortezomib
1724,Metadata_clone_number,8,141.0663695,17.63329619,81.36822456,4.28E-57,Cytoplasm_Texture_Correlation_AGP_10_01,56.36887206,bortezomib
1725,Metadata_clone_type_indicator,1,17.85994306,17.85994306,71.11650657,8.53E-15,Cytoplasm_Texture_Correlation_AGP_10_02,14.0688418,bortezomib
